sentences	ADR	WD	EF	INF	SSI	DI
I didn't eat much due to nausea and then it was fine.	1	0	0	0	0	0
I tried Cymbalta with good effects (especially for muscle tension), but always felt like I was on medication.	0	0	0	0	0	0
I would hate to stop the cymbalta but have gone up 3 pant sizes!	1	0	1	0	0	0
EIGHTEEN YEARS AGO, MY SON SUDDENLY DIED AT AGE 32)  FOUR YEARS LATER, I COULD NOT DEAL WITH IT ANYMORE.	0	0	0	0	0	0
The other nasty side effect is if you forget to take it.	0	1	0	0	0	0
weight gain, sweating, loss of libido, crave carbs - see additonal comments.	1	0	0	0	0	0
Rarely do I ever think of suicide, but after two days the thought was almost constant.	1	0	0	0	0	0
NOT recommended to skip or stop suddenly!	0	0	0	0	0	0
I also have noticed that I don't get so upset and rattled by other people's rudeness or nasty comments anymore.	0	0	1	0	1	1
Vastly increased moodiness, extreme levels of excess energy, minor hallucinations, irritability, reduced sex drive, lasting dissociative symptoms.	1	0	0	0	0	0
But now you see where once I took 1 med for mood, I now need 3 .	0	0	0	0	0	0
Have your blood pressure checked even if like me, you have never had a problem with it you may be in for a nasty surprise!	1	0	0	0	0	0
There is light at the end of the tunnel.	0	0	1	0	0	0
"It's 3 weeks going on 4 of the 20mg dosage and I actually feel ""semi-normal"" if that makes any sense."	0	0	1	0	0	0
DO NOT TAKE THIS MEDICINE!	0	0	0	0	0	0
"inability to reach orgasm, but only for a short time when first startted and when upped dosage, weird ""brain zaps"" others mention and vivid dreams when miss a dose, inability to get off it due to withdrawl symptoms - physical and emotional, but I was only trying to get off to start another antidepressant, so didn't really have to get off it."	1	1	0	0	0	0
I was on Lexapro before going into remission, but since I didnt have insurance and Lexapro cost moe than $100 per month my Dr. put me on Zoloft as a cheap alternative.	0	0	0	0	0	0
It has worked exceptionally well for my depression.	0	0	1	0	1	1
I was so exhausted I couldn't moved.	0	0	0	0	0	0
Felt like I was sitting in a chair watching the world go by.	1	0	0	0	0	0
I should have been in the hospital at least twice.	0	0	0	0	0	0
I would rather be depressed than feel like this-at least depression is predictable and I know it will end.	0	0	0	0	1	0
While the mind is still interested the body does not have the tingling all over like it used to before sex.	0	0	0	0	0	0
If you have a similar experience with meds, do not give up, For me, it has been certainly worth it.	0	0	0	0	0	0
Saved my life - it's amazing to go through life without the feeling of dread and hopelessness.	0	0	1	0	1	1
Before starting Effexor, my BP was 120/80, pulse 75.	0	0	0	0	0	0
I was so sick I thought I would die.	1	0	0	0	0	0
It took away the running tingling sensations running down my arms and neck.	0	0	1	0	1	1
I was not sure if meds were contributing to this.	0	0	0	0	0	0
Switched to Luvox which I am finding much more beneficial.	0	0	0	0	0	0
These could be dangerous.	0	0	0	0	0	0
that is  increased anxiety.	1	0	0	0	1	0
Increased craving for alcohol.	1	0	0	0	0	0
However, I have no anxiety while taking the medication.	0	0	1	0	1	1
The first few days felt really great,mood wise.	0	0	1	0	0	0
Really has helped my depression and know that I am a much happier person taking it but I HATE the weight gain and constipation.	1	0	1	0	1	1
Long term: extremely graphic nightmares, night sweats(especially in winter), 30 lb.	1	0	0	0	0	0
It is really like the weight of the world has been lifted off of my shoulde	0	0	1	0	0	0
I am very enthused and interested in my life again.	0	0	1	0	0	0
but that could be due to the depression.	0	0	0	0	1	0
This is a great drug for depression and social anxiety.	0	0	1	0	1	1
I had been taking Lexapro for about 5 years and it did little to help my anxiety.	0	0	0	0	1	1
Been 3 weeks off and have had pretty bad joint pain for last week.	0	1	0	0	0	0
Weight gain.	1	0	0	0	0	0
However after dealing with this acne I'm going to try another med.	1	0	0	0	0	0
This lasted for one week.	0	0	0	0	0	0
(Also, I am now on Elavil and it has helped me more than anything my doctor's have ever tried.)	0	0	0	0	0	0
I just wanted to report on day 1 of use and will continue to update as I go.	0	0	0	0	0	0
the emotional numbness as affected me most as im @ risk of losing my partner who as bin there 4me thru it all but i just av no feelings & i dont seem 2 care how much i hurt him,i also feel like ill lose my friends & family if im not careful.	1	0	0	0	0	0
i gained some weight but nothin to rave about.	1	0	0	0	0	0
I'm going back to Effexor XR, although my doctor told me today to continue the process with the Cymbalta!	0	0	0	0	0	0
My main SE is fairly intense dry mouth & dry eyes.	1	0	0	0	0	0
It is a Godsend.	0	0	1	0	0	0
Psychiatrist disagrees with my approach and says Lexapro is a drug for life.	0	0	0	0	0	0
I would only recommend that suicidal people with absolutely NO HOPE whatsoever take this.	0	0	0	0	0	0
I havent had any bad side effects.	0	0	0	0	0	0
because we were severely depressed or ridden with debilitating anxiety that affected us living a good quality of life.	0	0	0	0	1	0
I am still having brain zaps here and there, and my anxiety has returned.	0	1	0	0	1	1
It Feels like im living in 2 different worlds, my daytime world and dream world.	1	0	0	0	0	0
ive been unable to be in health relationships because of my fears,and would someday like a to jave a decent relationship.	0	0	0	0	1	0
My stomach is a wreck.	1	0	0	0	0	0
Added Wellbutrin to try to counter-act Lexapro side effects, but not doing the trick.	0	0	0	0	0	0
I really cannot tell if it is helping.	0	0	0	1	0	0
I think it would be good in combination with a stimulant of some kind.	0	0	0	0	0	0
Low sex drive/cloudy head/unable to lose weight.	1	0	0	0	0	0
"I was rapid cycling between being ""okay"" and crying uncontrollably about nothing, my anxiety was absolutely awful, I had a headache from hell, I was irritable and actually ANGRY at everyone and everything in spite of never having an anger problem in my life, and everything felt hopeless to me."	0	1	0	0	0	0
started at 5mg and am now at 15mg after about a month.	0	0	0	0	0	0
It's been over a year now, and I still have not regained it.	0	0	0	0	0	0
Unfortunately, the weight gain and sex drive issue is driving me crazy, and I am considering switching to another drug because of this, but it appears that the other SSRIs have the same issues.	1	0	0	0	0	0
I have been taking Cymbalta (60 mg once a day) since late December 2007)  I was amazed at how quickly it began to lift my mood.	0	0	1	0	0	0
I'm taking 30 mg each morning, I'm sure I'll be posting again in a week or two.	0	0	0	0	0	0
Heavy sedation, Jaw Clenching, Inability to organism.	1	0	0	0	0	0
anxiety, o	1	0	0	0	0	0
But it is miserable.	0	0	0	0	0	0
"I love the suggestion where a person opened their capsuals & removed a certain number of ""beads"" every day."	0	0	0	0	0	0
I SEE MY DOCTOR SOON FOR MY USUAL CHECK-UP & I WANT TO GO BACK TO ZOLOFT, BUT THE WAY SOME OF YOU DESCRIBE WITHDRAWAL, I'M REALLY SCARED.	0	0	0	0	0	0
It was horrible.	0	0	0	0	0	0
Would not have been able to work (software developer) if attempting this drug during work week.	1	0	0	0	0	0
Prescribed Cymbalta and thought it helped overcome depression and anxiety because of job loss.	0	0	0	0	1	1
I wanted to die.	0	1	0	0	0	0
I was on a 100mg dose of Zoloft prior to taking Effexor and it completely crushed my sex drive.	0	0	0	0	0	0
I am a recovering meth addict and feel exactly as if I am coming off of meth!	0	1	0	0	0	0
I'm 29 years old and have been with him for almost 3 years now.	0	0	0	0	0	0
"brain ""zapping"" pressure, restless jaw (teeth wanting to grind) and HAPPINESS."	1	0	1	0	0	0
When I first started Cymbalta, I didn't notice much of a difference.	0	0	0	1	0	0
The following day had increased anxiety and restlessness.	1	0	0	1	1	1
This was only when I was getting OFF of the Zoloft too quickly.	0	0	0	0	0	0
Weight loss.	1	0	0	0	0	0
I have tried almost all classes of anti depressants and so far this works the best.	0	0	1	0	0	0
I thought there was something seriously wrong with mine, so I'm glad to know it is a side effect and not something else.	1	0	0	0	0	0
Basically I anise these tablets no end and take up to 800-1000mg hence all the side effects, but because I abused them so heavily at the start a normal dose now gives me withdrawal which gives all the above side effects.	0	1	0	0	0	0
I could not be happier.	0	0	0	0	0	0
I also ended up getting a blood clot in my right leg and was put in the hospital for that also.	0	0	0	0	0	0
nausea at first only.	1	0	0	0	0	0
In other words, I was not in my right mind.	0	0	0	0	0	0
Constapation, vivid dreams.	1	0	0	0	0	0
have noticed a bit of sexual delay.	1	0	0	0	0	0
I went on Cymbalta for my Depression/Fibromyalgia.	0	0	0	0	1	1
I am much happier than I have been in years, and actually enjoying life for the first time in many, many years.	0	0	1	0	0	0
I thought I was better went off it, but became worse than before when not on medication.	0	0	0	0	0	0
Slight nausea after taking the pill but nothing noticable after that.	1	0	0	0	0	0
Initially some mild headaches and vision blurring.	1	0	0	0	0	0
But I do have the inability to eat or care about food.	1	0	0	0	0	0
But that has gone away.	0	0	0	0	0	0
contipation, dry mouth. 	1	0	0	0	0	0
I know its too soon, but I do not have any side effects, I feel more alert, focused and worry-free.	0	0	1	0	0	0
I like not feeling depressed, but I feel like I am being made to feel happy against my will.	1	0	1	0	1	0
I had spent approximately 15-16 years taking Prozac.	0	0	0	0	0	0
My side effects from Lexapro are worse than my side effects from Zyprexa, and that's saying a lot.	1	0	0	0	0	0
But it works great for my depression	0	0	1	0	1	1
Felt flat and no interest in life, Didn't make me any happier or less anxious.	1	0	0	1	1	0
I don't think anything helps with depression.	0	0	0	1	1	0
I felt on fire.	1	0	0	0	0	0
I thank God for Lexapro.	0	0	0	0	0	0
I DON'T EVER WANT TO FEEL LIKE I DID BEFORE I STARTED ON THE MEDS.	0	0	0	0	0	0
Seriously, I was hesitant to take this drug when I was reading some articles last night but I decided to do it anyways.	0	0	0	0	0	0
I was hitting caffeine everyday on this med Made me extremely tired especially more while weaning off lexapro with the combination of the two drugs.	1	0	0	0	0	0
It also made me very hungry when I first started it and whenever I increased dosage.	1	0	0	0	0	0
Night sweating happens about twice a week, and is a pretty small side effect.	1	0	0	0	0	0
I haven't even tried quitting in about 3 years.	0	0	0	0	0	0
I still have a hard time getting up in the morning.	0	0	0	1	1	0
Did not work at all.	0	0	0	1	0	0
I know Zoloft works for a lot of people, but I am breastfeeding and have a 2-year-old to look after, so I can't keep taking it in the hope that the side effects might go away after a week or 2)  I need to be able to eat and function.	1	0	0	0	0	0
No libido whatsoever, Emotionless.	1	0	0	0	0	0
I have noticed that alcohol has a stronger effect on me now.	1	0	0	0	0	0
sweating,dizziness, severe dry mouth (coughing all night,can't talk without choking),itchy scalp,insomnia, constipation, hard stool, gas, racing thoughts, teeth grinding, agitation, severe loss of short term memory, moments of enhanced colors,tired all the time, blurry vision, extreme sensitivity to light and sound, insomnia and drunk feeling caused weak immune system, brief speedy moments periodically followed by extreme fatigue, one good day followed by three days of needing to sleep 15 hours, light headedness, loss of balance, complete loss of sex drive, void of emotion (And I am a singer songwriter, painter.)	1	0	0	0	0	0
This is great.	0	0	1	0	0	0
Made me have tremors, also made me feel like I wanted to crawl out of my skin.	1	0	0	0	0	0
Effexor XR works very well to date at 225mg/day but I an concerned that over the long term the drug may not continue to be effective.	0	0	1	0	0	0
I took my first and ONLY dose of Cymbalta (60 mg) at 8:00 AM yesterday after breakfast.	0	0	0	0	0	0
My sexual performance has improved greatly, as has my concentration and even driving skills!	0	0	1	0	0	0
so sleepy on 60mg 1x/day.	1	0	0	0	0	0
Doc says that after being on Zoloft for so long, my brain may now have a chemical need for it.	0	0	0	0	0	0
not good at all .	0	0	0	1	0	0
The same day, moments later, I had an anxiety attack.	0	1	0	0	0	0
I did go off for a month and the inappropriate anger came right back so now I'm thinking of switching to another SSRI that doesn't cause back pain, cysts and itching, not to mention wanting to sleep 13 hours a night.	1	0	0	0	1	1
I'm slowly gaining back weight I struggled very hard to lose and its driving me even more down in the dumps.	1	0	0	0	0	0
